feature,importance
mag,46.40338139793953
abs_pitch,29.537075337965494
pitch_sq,23.003871344514174
abs_horiz,0.39529190592309416
horiz_sq,0.3511959617637279
horiz,0.11852192962182478
pitch_horiz,0.07223633577642709
vert,0.053716017816140625
abs_vert,0.029760032579715164
vert_sq,0.02759314624083596
pitch,0.00735658985902709
std_brightness,0.0
distance,0.0
mean_brightness,0.0
